srcStateName,srcDistrictName,District and Taluk Court Case type,Pending cases for a period of 0 to 1 Years,Pending cases for a period of 1 to 3 Years,Pending cases for a period of 3 to 5 Years,Pending cases for a period of 5 to 10 Years,Pending cases for a period of 10 to 20 Years,Pending cases for a period of 20 to 30 Years,Pending cases over 30 Years,Pending cases,Original pending cases,Pending Appeal cases,Pending Application cases,Pending Execution cases,Cases pending at Appearance or Service-Related stage,Cases pending at Compliance or Steps or stay stage,Cases pending at Evidence or Argument or Judgement stage,Cases pending at Pleadings or Issues or Charge stage,Cases instituted in last month,Cases disposed in last month,Cases filed by Senior Citizens,Cases filed by women,Cases delayed in disposal,Year
Telangana,Khammam,Total,20538,17264,8768,4632,100,0,0,51302,46627,600,876,3200,24138,6066,15555,5005,11208,11896,2947,4981,25670,2021
Telangana,Mahabubnagar,Civil,11051,8609,4347,2630,466,12,4,27119,21128,694,0,5297,7740,6998,6413,4951,819,487,4257,5178,18,2021
Telangana,Mahabubnagar,Criminal,15695,12303,5489,2053,92,6,1,35639,34854,234,551,0,22002,1983,10951,422,1756,1932,1110,3228,19,2021
Telangana,Mahabubnagar,Total,26746,20912,9836,4683,558,18,5,62758,55982,928,551,5297,29742,8981,17364,5373,2575,2419,5367,8406,37,2021
Telangana,Medak,Civil,8970,7320,2673,1649,97,0,0,20709,16711,768,0,3230,6345,6132,4067,3952,743,432,3574,4931,431,2021
Telangana,Medak,Criminal,14473,8945,2599,1135,18,0,0,27170,26653,157,360,0,16214,2590,7727,84,4577,4836,623,1887,198,2021
Telangana,Medak,Total,23443,16265,5272,2784,115,0,0,47879,43364,925,360,3230,22559,8722,11794,4036,5320,5268,4197,6818,629,2021
Telangana,Nalgonda,Civil,11888,10433,5445,3824,552,1,0,32143,25692,753,3,5695,8327,8019,8425,7041,880,834,5920,6569,210,2021
Telangana,Nalgonda,Criminal,21508,18369,9012,4096,214,0,0,53199,51879,404,916,0,32805,6220,13373,625,2148,2677,1519,5350,34,2021
Telangana,Nalgonda,Total,33396,28802,14457,7920,766,1,0,85342,77571,1157,919,5695,41132,14239,21798,7666,3028,3511,7439,11919,244,2021
Telangana,Nizamabad,Civil,5145,4222,2060,793,48,9,0,12277,10038,478,0,1761,3169,1818,4198,2882,415,334,1783,2896,295,2021
Telangana,Nizamabad,Criminal,8168,6322,2153,615,15,0,0,17273,16441,176,656,0,10095,965,5917,285,1410,1539,341,1742,72,2021
Telangana,Nizamabad,Total,13313,10544,4213,1408,63,9,0,29550,26479,654,656,1761,13264,2783,10115,3167,1825,1873,2124,4638,367,2021
Telangana,Rangareddy,Civil,29540,27475,11552,8282,3042,536,17,80444,53499,3017,1,20879,29629,21344,13884,10090,2806,2316,10004,9164,336,2021
Telangana,Rangareddy,Criminal,44523,29739,13253,5782,1045,57,4,94403,87589,3658,2359,0,60751,15201,15104,1461,5708,4565,1866,5998,421,2021
Telangana,Rangareddy,Total,74063,57214,24805,14064,4087,593,21,174847,141088,6675,2360,20879,90380,36545,28988,11551,8514,6881,11870,15162,757,2021
Telangana,Warangal,Civil,11407,12360,6530,6381,1125,29,0,37832,28930,1433,0,7469,9715,9175,9949,8278,879,466,5218,6769,1291,2021
Telangana,Warangal,Criminal,15052,12245,6829,4205,286,14,0,38631,37191,463,977,0,25112,2308,10548,371,1254,2059,746,2792,2573,2021
Telangana,Warangal,Total,26459,24605,13359,10586,1411,43,0,76463,66121,1896,977,7469,34827,11483,20497,8649,2133,2525,5964,9561,3864,2021
Tripura,Dhalai Tripura,Civil,216,98,30,7,1,0,0,352,251,21,66,11,106,43,113,55,23,22,58,117,111,2021
Tripura,Dhalai Tripura,Criminal,849,382,75,57,79,19,3,1464,1335,8,121,0,744,65,512,44,142,184,5,91,569,2021
Tripura,Dhalai Tripura,Total,1065,480,105,64,80,19,3,1816,1586,29,187,11,850,108,625,99,165,206,63,208,680,2021
Tripura,Gomati Tripura,Civil,535,307,51,13,1,0,0,907,625,76,113,93,240,111,405,151,76,38,202,268,315,2021
Tripura,Gomati Tripura,Criminal,2674,351,44,61,31,29,4,3194,2988,35,171,0,2111,125,807,145,358,228,26,148,323,2021
Tripura,Gomati Tripura,Total,3209,658,95,74,32,29,4,4101,3613,111,284,93,2351,236,1212,296,434,266,228,416,638,2021
Tripura,Khowai Tripura,Civil,227,107,12,9,2,0,1,358,188,14,99,49,123,65,143,27,33,31,58,96,45,2021
Tripura,Khowai Tripura,Criminal,2648,259,42,24,59,7,1,3040,941,5,1873,0,2331,67,546,95,277,451,15,34,244,2021
Tripura,Khowai Tripura,Total,2875,366,54,33,61,7,2,3398,1129,19,1972,49,2454,132,689,122,310,482,73,130,289,2021
Tripura,North Tripura,Civil,470,301,114,58,5,0,0,948,669,66,136,77,195,168,463,122,53,70,259,294,462,2021
Tripura,North Tripura,Criminal,1262,492,114,228,46,34,21,2197,1966,25,205,1,1181,82,760,162,431,333,11,186,864,2021
Tripura,North Tripura,Total,1732,793,228,286,51,34,21,3145,2635,91,341,78,1376,250,1223,284,484,403,270,480,1326,2021
Tripura,Sepahijala Tripura,Civil,382,220,109,71,3,0,0,785,552,13,155,65,221,107,353,102,33,40,170,173,385,2021
Tripura,Sepahijala Tripura,Criminal,2444,709,260,418,81,35,16,3963,3746,10,207,0,2636,192,906,203,254,329,16,109,1318,2021
Tripura,Sepahijala Tripura,Total,2826,929,369,489,84,35,16,4748,4298,23,362,65,2857,299,1259,305,287,369,186,282,1703,2021
Tripura,South Tripura,Civil,459,463,46,26,5,0,0,999,776,41,38,144,121,213,556,104,43,49,196,235,514,2021
Tripura,South Tripura,Criminal,1360,380,141,88,66,62,34,2131,2040,46,45,0,1082,149,815,80,319,235,38,53,673,2021
Tripura,South Tripura,Total,1819,843,187,114,71,62,34,3130,2816,87,83,144,1203,362,1371,184,362,284,234,288,1187,2021
Tripura,Unakoti Tripura,Civil,409,190,25,12,1,1,0,638,506,40,26,66,104,98,296,140,35,41,189,53,185,2021
Tripura,Unakoti Tripura,Criminal,2517,300,55,65,42,13,5,2997,2642,9,332,14,1731,77,1133,55,297,466,19,20,425,2021
Tripura,Unakoti Tripura,Total,2926,490,80,77,43,14,5,3635,3148,49,358,80,1835,175,1429,195,332,507,208,73,610,2021
Tripura,West Tripura,Civil,1863,1374,686,233,19,2,1,4178,2726,173,791,488,823,832,1903,616,179,258,694,781,2170,2021
Tripura,West Tripura,Criminal,8035,2154,972,815,355,139,109,12579,7275,49,5255,0,6750,751,4820,250,601,793,183,119,4265,2021
Tripura,West Tripura,Total,9898,3528,1658,1048,374,141,110,16757,10001,222,6046,488,7573,1583,6723,866,780,1051,877,900,6435,2021
Uttar Pradesh,Agra,Civil,10682,10345,4901,4102,2034,503,483,33050,24061,1921,3235,3833,2016,2017,22110,6780,948,1609,3358,4753,18995,2021
Uttar Pradesh,Agra,Criminal,66861,64418,34234,40670,16710,2304,392,225589,176269,784,48532,4,109445,5549,60550,49939,28991,21483,2892,17882,38337,2021
Uttar Pradesh,Agra,Total,77543,74763,39135,44772,18744,2807,875,258639,200330,2705,51767,3837,111461,7566,82660,56719,29939,23092,6250,22635,57332,2021
Uttar Pradesh,Aligarh,Civil,8183,7981,4264,3541,1398,357,376,26100,22778,1126,82,2116,15264,688,7643,2128,1085,1263,4436,4850,17049,2021
Uttar Pradesh,Aligarh,Criminal,30779,38281,20974,39026,8233,1436,264,138993,114686,1019,23289,0,90052,6794,39203,501,4615,4860,2641,17486,74554,2021
Uttar Pradesh,Aligarh,Total,38962,46262,25238,42567,9631,1793,640,165093,137464,2145,23371,2116,105316,7482,46846,2629,5700,6123,7077,22336,91603,2021
Uttar Pradesh,Allahabad,Civil,14734,17091,14272,19791,9838,2583,1118,79427,70000,4201,2853,2373,438,1132,73530,3536,1529,1008,12099,5868,50035,2021
Uttar Pradesh,Allahabad,Criminal,46267,42755,34714,52611,53432,9096,784,239659,224295,2362,13002,0,149272,2764,77894,7614,9514,8455,1344,8522,80185,2021
Uttar Pradesh,Allahabad,Total,61001,59846,48986,72402,63270,11679,1902,319086,294295,6563,15855,2373,149710,3896,151424,11150,11043,9463,13443,14390,130220,2021
Uttar Pradesh,Ambedkar Nagar,Civil,5453,5738,3272,4098,2325,829,107,21822,17900,575,3126,221,2654,863,12763,5382,435,532,7901,1711,15783,2021
Uttar Pradesh,Ambedkar Nagar,Criminal,24015,12281,5506,10700,5909,399,58,58868,53081,265,5522,0,34141,122,18654,4688,8035,5987,1080,3317,33758,2021
Uttar Pradesh,Ambedkar Nagar,Total,29468,18019,8778,14798,8234,1228,165,80690,70981,840,8648,221,36795,985,31417,10070,8470,6519,8981,5028,49541,2021
Uttar Pradesh,Auraiya,Civil,3585,3086,1665,2515,1067,46,29,11993,10535,52,656,132,984,206,4035,6768,265,343,2343,1785,7307,2021
Uttar Pradesh,Auraiya,Criminal,11975,11355,7132,11924,6457,537,31,49411,43341,72,5998,0,23933,316,17013,8123,5478,4191,577,8296,35466,2021
Uttar Pradesh,Auraiya,Total,15560,14441,8797,14439,7524,583,60,61404,53876,124,6654,132,24917,522,21048,14891,5743,4534,2920,10081,42773,2021
Uttar Pradesh,Azamgarh,Civil,11924,12927,9526,19172,8585,3010,1119,66263,54145,2460,8094,1564,1336,2968,47563,14290,864,2396,12358,7576,52079,2021
Uttar Pradesh,Azamgarh,Criminal,34220,18476,7867,15268,13038,1366,147,90382,79849,850,8636,1049,30606,508,52101,2348,10322,10527,1566,8053,46987,2021
Uttar Pradesh,Azamgarh,Total,46144,31403,17393,34440,21623,4376,1266,156645,133994,3310,16730,2613,31942,3476,99664,16638,11186,12923,13924,15629,99066,2021
Uttar Pradesh,Baghpat,Civil,3430,1279,778,636,496,89,159,6867,5653,189,602,423,478,744,4063,1548,292,328,1365,936,3391,2021
Uttar Pradesh,Baghpat,Criminal,19842,9683,6543,6520,4105,269,4,46966,44181,135,2650,0,31399,137,11268,3771,2947,2918,362,2644,25807,2021
Uttar Pradesh,Baghpat,Total,23272,10962,7321,7156,4601,358,163,53833,49834,324,3252,423,31877,881,15331,5319,3239,3246,1727,3580,29198,2021
Uttar Pradesh,Bahraich,Civil,6474,6274,3702,8149,3372,928,286,29185,24447,401,3409,928,595,593,18446,9543,585,1261,4412,4632,21684,2021
Uttar Pradesh,Bahraich,Criminal,47998,36435,11330,20617,17334,4499,591,138804,123287,277,15242,0,36939,179,84304,17164,13555,4383,1970,14719,86401,2021
Uttar Pradesh,Bahraich,Total,54472,42709,15032,28766,20706,5427,877,167989,147734,678,18651,928,37534,772,102750,26707,14140,5644,6382,19351,108085,2021
Uttar Pradesh,Ballia,Civil,6561,8011,4579,6598,5864,1834,683,34130,28141,1069,3858,1062,1703,1105,24529,6621,609,413,6438,3905,21693,2021
Uttar Pradesh,Ballia,Criminal,13849,15869,8408,26134,8880,2296,211,75647,68615,314,6096,622,19371,678,48867,4060,3033,1842,1146,7869,15713,2021
Uttar Pradesh,Ballia,Total,20410,23880,12987,32732,14744,4130,894,109777,96756,1383,9954,1684,21074,1783,73396,10681,3642,2255,7584,11774,37406,2021
Uttar Pradesh,Balrampur,Civil,3350,4436,2641,4261,1572,414,90,16764,16338,178,3,245,177,893,9173,6511,290,379,3048,2352,13037,2021
Uttar Pradesh,Balrampur,Criminal,22987,11921,3617,8375,6625,1995,110,55630,51157,134,4323,14,39084,1120,13691,1039,2585,2579,812,3824,32688,2021
Uttar Pradesh,Balrampur,Total,26337,16357,6258,12636,8197,2409,200,72394,67495,312,4326,259,39261,2013,22864,7550,2875,2958,3860,6176,45725,2021
Uttar Pradesh,Banda,Civil,3135,2562,1711,2292,726,137,152,10715,8753,354,928,680,131,1038,5701,3757,267,434,1756,1798,7571,2021
Uttar Pradesh,Banda,Criminal,38949,12514,5188,7940,6095,1313,128,72127,67221,224,4689,1,44306,1786,22857,1905,23376,2347,751,5760,30247,2021
Uttar Pradesh,Banda,Total,42084,15076,6899,10232,6821,1450,280,82842,75974,578,5617,681,44437,2824,28558,5662,23643,2781,2507,7558,37818,2021
Uttar Pradesh,Barabanki,Civil,7879,6522,3687,5721,2474,578,141,27002,25425,277,220,1080,5971,6425,7198,7325,629,527,4209,3448,5526,2021
Uttar Pradesh,Barabanki,Criminal,26813,22043,11529,17158,11758,861,49,90211,78381,298,11532,0,43121,1183,34758,10556,7125,6104,788,7599,20493,2021
Uttar Pradesh,Barabanki,Total,34692,28565,15216,22879,14232,1439,190,117213,103806,575,11752,1080,49092,7608,41956,17881,7754,6631,4997,11047,26019,2021
Uttar Pradesh,Bareilly,Civil,5643,9258,2986,3209,972,338,573,22979,19137,1002,1922,836,4464,2198,13489,2262,386,388,2135,2455,5900,2021
Uttar Pradesh,Bareilly,Criminal,57085,48955,19431,30924,18300,3680,503,178878,147051,1098,30717,10,72189,579,87882,4118,14040,13975,1133,9741,95888,2021
Uttar Pradesh,Bareilly,Total,62728,58213,22417,34133,19272,4018,1076,201857,166188,2100,32639,846,76653,2777,101371,6380,14426,14363,3268,12196,101788,2021
Uttar Pradesh,Basti,Civil,6028,6217,3326,5266,4183,2217,1064,28301,23932,643,2776,950,5436,3011,15419,4326,520,482,7930,2891,23014,2021
Uttar Pradesh,Basti,Criminal,38970,12923,9138,16523,13713,2029,366,93662,85282,247,8131,0,50849,1487,35876,5219,6209,7524,1607,5823,54974,2021
Uttar Pradesh,Basti,Total,44998,19140,12464,21789,17896,4246,1430,121963,109214,890,10907,950,56285,4498,51295,9545,6729,8006,9537,8714,77988,2021
Uttar Pradesh,Bhadohi SR Nagar,Civil,3891,3387,2095,2889,2042,877,399,15580,14369,399,342,470,2149,2502,8954,1975,374,264,4387,1918,11226,2021
Uttar Pradesh,Bhadohi SR Nagar,Criminal,9976,6685,4108,6048,4503,318,15,31653,29348,106,2199,0,9230,1110,18296,3013,2393,3565,985,3207,19717,2021
Uttar Pradesh,Bhadohi SR Nagar,Total,13867,10072,6203,8937,6545,1195,414,47233,43717,505,2541,470,11379,3612,27250,4988,2767,3829,5372,5125,30943,2021
Uttar Pradesh,Bijnor,Civil,9679,6608,3060,3553,1604,379,201,25084,22080,721,1208,1076,401,2042,15484,6372,840,1262,3915,3311,13543,2021
Uttar Pradesh,Bijnor,Criminal,22891,20698,15478,17002,12572,3365,317,92323,84798,612,6911,2,40505,1497,43588,6002,5406,5616,1643,6979,62007,2021
Uttar Pradesh,Bijnor,Total,32570,27306,18538,20555,14176,3744,518,117407,106878,1333,8119,1078,40906,3539,59072,12374,6246,6878,5558,10290,75550,2021
Uttar Pradesh,Budaun,Civil,4337,3091,1590,2184,1233,201,73,12709,11879,293,24,513,933,1671,6604,3501,430,424,2012,2355,8032,2021
Uttar Pradesh,Budaun,Criminal,33491,27670,11233,18231,12097,2292,351,105365,97072,326,7966,0,64370,2389,34469,4122,7309,7621,1149,9393,69993,2021
Uttar Pradesh,Budaun,Total,37828,30761,12823,20415,13330,2493,424,118074,108951,619,7990,513,65303,4060,41073,7623,7739,8045,3161,11748,78025,2021
Uttar Pradesh,Bulandshahr,Civil,9572,6650,3168,2817,1012,261,311,23791,18389,778,2559,2065,1314,1897,13928,6559,817,975,4625,3911,12022,2021
Uttar Pradesh,Bulandshahr,Criminal,28324,28316,15400,35822,12462,2529,349,123202,112919,469,9813,1,69072,4137,40575,9392,9614,4371,1813,10976,86113,2021
Uttar Pradesh,Bulandshahr,Total,37896,34966,18568,38639,13474,2790,660,146993,131308,1247,12372,2066,70386,6034,54503,15951,10431,5346,6438,14887,98135,2021
Uttar Pradesh,Chandauli,Civil,4744,3500,2192,3171,1293,176,39,15115,13294,270,1248,303,2089,3929,7019,1968,401,936,3641,2101,9643,2021
Uttar Pradesh,Chandauli,Criminal,29633,11641,6390,10015,10840,3290,599,72408,68888,282,3237,1,34276,160,22431,14357,5402,8227,439,3338,39931,2021
Uttar Pradesh,Chandauli,Total,34377,15141,8582,13186,12133,3466,638,87523,82182,552,4485,304,36365,4089,29450,16325,5803,9163,4080,5439,49574,2021
Uttar Pradesh,Chitrakoot,Civil,1574,1380,757,1106,313,38,28,5196,4366,500,166,164,29,457,2799,1911,133,67,1683,700,4020,2021
Uttar Pradesh,Chitrakoot,Criminal,7558,6870,2778,2727,669,26,4,20632,19217,78,1337,0,10993,782,8284,562,839,1376,380,2017,11944,2021
Uttar Pradesh,Chitrakoot,Total,9132,8250,3535,3833,982,64,32,25828,23583,578,1503,164,11022,1239,11083,2473,972,1443,2063,2717,15964,2021
Uttar Pradesh,Deoria,Civil,7869,6299,3058,14670,8913,2536,947,44292,37074,627,5082,1328,422,3414,35522,4762,578,918,3887,4733,34453,2021
Uttar Pradesh,Deoria,Criminal,20600,21917,11140,25980,17866,4327,162,101992,87757,585,13650,0,32742,1076,55051,1940,4848,3496,473,6210,48078,2021
Uttar Pradesh,Deoria,Total,28469,28216,14198,40650,26779,6863,1109,146284,124831,1212,18732,1328,33164,4490,90573,6702,5426,4414,4360,10943,82531,2021
Uttar Pradesh,Etah,Civil,5618,2823,1368,2123,281,97,167,12477,10482,276,1119,600,150,1043,7811,3456,401,752,3370,2591,6650,2021
Uttar Pradesh,Etah,Criminal,26449,14219,10865,8407,3870,269,74,64153,58089,183,5881,0,28399,3634,25187,6901,10351,9473,1119,6329,36381,2021
Uttar Pradesh,Etah,Total,32067,17042,12233,10530,4151,366,241,76630,68571,459,7000,600,28549,4677,32998,10357,10752,10225,4489,8920,43031,2021
Uttar Pradesh,Etawah,Civil,3811,4086,2373,2408,1045,387,312,14422,13826,238,0,358,10,2604,7607,4198,344,385,3341,2593,10345,2021
Uttar Pradesh,Etawah,Criminal,13566,12171,7966,11135,5746,772,91,51447,48417,190,2840,0,24439,799,23784,2401,4233,3661,584,5990,37103,2021
Uttar Pradesh,Etawah,Total,17377,16257,10339,13543,6791,1159,403,65869,62243,428,2840,358,24449,3403,31391,6599,4577,4046,3925,8583,47448,2021
Uttar Pradesh,Faizabad,Civil,9809,10782,4870,8870,4451,1195,262,40239,34269,1189,3881,900,1747,2413,24003,10479,1214,1226,7098,1806,29800,2021
Uttar Pradesh,Faizabad,Criminal,30600,32841,11901,17745,11027,2622,382,107118,98587,2206,6286,43,34468,1345,49975,6149,8150,7009,792,1675,65280,2021
Uttar Pradesh,Faizabad,Total,40409,43623,16771,26615,15478,3817,644,147357,132856,3395,10167,943,36215,3758,73978,16628,9364,8235,7890,3481,95080,2021
Uttar Pradesh,Farrukhabad,Civil,5431,4697,2235,3418,1504,504,413,18202,16743,493,385,582,317,3676,12789,977,356,416,2048,2029,11971,2021
Uttar Pradesh,Farrukhabad,Criminal,27226,16283,11241,16501,9801,2297,232,83581,64528,3503,15550,0,25445,3587,45198,1451,6070,5345,834,6856,47345,2021
Uttar Pradesh,Farrukhabad,Total,32657,20980,13476,19919,11305,2801,645,101783,81271,3996,15935,582,25762,7263,57987,2428,6426,5761,2882,8885,59316,2021
Uttar Pradesh,Fatehpur,Civil,4042,4095,3170,4296,2050,710,276,18639,15425,274,2007,940,1472,731,11808,4633,330,456,4002,2482,14288,2021
Uttar Pradesh,Fatehpur,Criminal,28669,20232,11880,16250,10758,2060,108,89957,84200,242,5522,0,22988,445,48365,18118,12912,10884,1095,8627,58663,2021
Uttar Pradesh,Fatehpur,Total,32711,24327,15050,20546,12808,2770,384,108596,99625,516,7529,940,24460,1176,60173,22751,13242,11340,5097,11109,72951,2021
Uttar Pradesh,Firozabad,Civil,5402,4236,2402,3125,1557,271,57,17050,13247,313,3058,432,48,211,13010,3687,616,911,3070,2948,6772,2021
Uttar Pradesh,Firozabad,Criminal,25165,24541,18677,34359,12410,1085,171,116408,107862,312,8234,0,28511,1294,81202,5305,10910,7711,1438,13559,39344,2021
Uttar Pradesh,Firozabad,Total,30567,28777,21079,37484,13967,1356,228,133458,121109,625,11292,432,28559,1505,94212,8992,11526,8622,4508,16507,46116,2021
Uttar Pradesh,Gautam Buddha Nagar,Civil,7230,6092,3205,2506,859,214,13,20119,15650,501,2195,1773,362,1111,13815,4478,584,422,993,1803,11915,2021
Uttar Pradesh,Gautam Buddha Nagar,Criminal,62418,53388,25381,38304,11053,384,12,190940,178734,685,11517,4,68841,1621,70958,4966,15187,16149,313,3085,118726,2021
Uttar Pradesh,Gautam Buddha Nagar,Total,69648,59480,28586,40810,11912,598,25,211059,194384,1186,13712,1777,69203,2732,84773,9444,15771,16571,1306,4888,130641,2021
Uttar Pradesh,Ghaziabad,Civil,9821,10596,5063,3390,1255,493,273,30891,21559,1266,3701,4365,6047,1696,18964,4120,1014,1325,4357,4966,19685,2021
Uttar Pradesh,Ghaziabad,Criminal,65420,58276,19037,39484,26031,2793,131,211172,198375,1322,11476,0,147452,2186,38925,11206,33485,38642,2984,13562,121722,2021
Uttar Pradesh,Ghaziabad,Total,75241,68872,24100,42874,27286,3286,404,242063,219934,2588,15177,4365,153499,3882,57889,15326,34499,39967,7341,18528,141407,2021
Uttar Pradesh,Ghazipur,Civil,8067,8662,6017,10801,5509,2157,544,41757,34775,1566,4725,691,5549,1665,23854,9664,733,563,7248,5701,25782,2021
Uttar Pradesh,Ghazipur,Criminal,25240,13986,11977,22414,12807,3065,631,90120,74914,332,14864,13,45830,1490,34042,7070,4392,3325,931,10600,24882,2021
Uttar Pradesh,Ghazipur,Total,33307,22648,17994,33215,18316,5222,1175,131877,109689,1898,19589,704,51379,3155,57896,16734,5125,3888,8179,16301,50664,2021
Uttar Pradesh,Gonda,Civil,9419,9297,6718,11558,6204,1570,426,45192,43844,433,298,617,2593,4585,22713,14548,166,299,8924,4670,32956,2021
Uttar Pradesh,Gonda,Criminal,35200,17831,11963,17534,16861,5628,819,105836,98342,303,7189,0,54628,339,43467,6671,13227,3613,1672,6248,66997,2021
Uttar Pradesh,Gonda,Total,44619,27128,18681,29092,23065,7198,1245,151028,142186,736,7487,617,57221,4924,66180,21219,13393,3912,10596,10918,99953,2021
Uttar Pradesh,Gorakhpur,Civil,12393,13056,15943,11606,3219,909,577,57703,49673,1248,4949,1833,875,7475,41711,7512,1059,1090,12566,9850,30747,2021
Uttar Pradesh,Gorakhpur,Criminal,122301,26037,26549,38373,35469,5786,725,255240,239063,501,15676,0,74197,5845,105693,69304,65556,17250,3178,18230,123200,2021
Uttar Pradesh,Gorakhpur,Total,134694,39093,42492,49979,38688,6695,1302,312943,288736,1749,20625,1833,75072,13320,147404,76816,66615,18340,15744,28080,153947,2021
Uttar Pradesh,Hamirpur,Civil,2546,2163,1161,1616,682,85,61,8314,6996,251,771,296,51,668,5329,2259,178,123,1789,1407,5245,2021
Uttar Pradesh,Hamirpur,Criminal,12661,9278,4807,7564,6791,1433,207,42741,38572,122,4043,5,23062,311,17103,1920,7062,4313,380,3725,28664,2021
Uttar Pradesh,Hamirpur,Total,15207,11441,5968,9180,7473,1518,268,51055,45568,373,4814,301,23113,979,22432,4179,7240,4436,2169,5132,33909,2021
Uttar Pradesh,Hapur,Civil,2938,2144,1192,557,185,62,95,7173,5419,393,582,779,714,988,3864,1570,340,276,1245,1100,3591,2021
Uttar Pradesh,Hapur,Criminal,15181,13086,6736,11957,11062,1908,235,60165,55817,342,4006,0,21343,1046,22006,2762,6349,4201,720,3354,41504,2021
Uttar Pradesh,Hapur,Total,18119,15230,7928,12514,11247,1970,330,67338,61236,735,4588,779,22057,2034,25870,4332,6689,4477,1965,4454,45095,2021
Uttar Pradesh,Hardoi,Civil,6971,5618,3326,3687,1369,244,91,21306,19583,225,1002,497,201,1103,10999,8998,656,823,3828,2887,13756,2021
Uttar Pradesh,Hardoi,Criminal,28536,33504,13436,27787,12431,920,151,116765,107749,223,8793,0,44875,1369,65110,5289,4963,5252,1911,14169,83735,2021
Uttar Pradesh,Hardoi,Total,35507,39122,16762,31474,13800,1164,242,138071,127332,448,9795,497,45076,2472,76109,14287,5619,6075,5739,17056,97491,2021
Uttar Pradesh,Hathras,Civil,4636,2997,1556,1761,1220,212,208,12590,9971,414,1396,809,2261,738,8082,544,368,609,1382,1642,7043,2021
Uttar Pradesh,Hathras,Criminal,35115,12999,7374,10261,6961,1287,53,74050,71193,395,2462,0,49015,685,15353,1277,3911,5373,586,3969,35582,2021
Uttar Pradesh,Hathras,Total,39751,15996,8930,12022,8181,1499,261,86640,81164,809,3858,809,51276,1423,23435,1821,4279,5982,1968,5611,42625,2021
Uttar Pradesh,Jalaun,Civil,4122,3548,2248,3366,1320,246,140,14990,12290,286,1828,586,15,2830,6898,5232,432,483,2330,1338,10578,2021
Uttar Pradesh,Jalaun,Criminal,16079,12421,6297,7563,7719,1887,253,52219,48497,125,3597,0,29867,1146,19423,1758,2058,2422,420,2745,33071,2021
Uttar Pradesh,Jalaun,Total,20201,15969,8545,10929,9039,2133,393,67209,60787,411,5425,586,29882,3976,26321,6990,2490,2905,2750,4083,43649,2021
Uttar Pradesh,Jaunpur,Civil,13923,13956,9049,18112,17782,11292,3145,87259,74387,1659,9921,1292,1076,7536,50981,27596,1110,1544,17110,9811,71722,2021
Uttar Pradesh,Jaunpur,Criminal,33434,23762,13052,26534,13445,1607,369,112203,102749,440,9014,0,56904,2451,47359,4668,5759,5694,2724,16337,74794,2021
Uttar Pradesh,Jaunpur,Total,47357,37718,22101,44646,31227,12899,3514,199462,177136,2099,18935,1292,57980,9987,98340,32264,6869,7238,19834,26148,146516,2021
Uttar Pradesh,Jhansi,Civil,5580,4829,3140,2940,1331,241,137,18198,15067,447,1808,876,201,1675,12152,4142,524,589,2538,2189,10632,2021
Uttar Pradesh,Jhansi,Criminal,19475,20852,11481,17925,10031,1177,88,81029,73794,329,6906,0,28741,1738,46732,3727,12210,12221,1170,7246,58219,2021
Uttar Pradesh,Jhansi,Total,25055,25681,14621,20865,11362,1418,225,99227,88861,776,8714,876,28942,3413,58884,7869,12734,12810,3708,9435,68851,2021
Uttar Pradesh,Jyotiba Phule Nagar,Civil,4299,3670,1501,763,120,18,8,10379,8358,585,796,636,280,138,6223,3723,444,560,1875,1562,5614,2021
Uttar Pradesh,Jyotiba Phule Nagar,Criminal,26796,13443,10038,3870,2287,91,3,56528,52821,262,3431,14,27768,567,24336,1110,3298,3823,702,4910,26326,2021
Uttar Pradesh,Jyotiba Phule Nagar,Total,31095,17113,11539,4633,2407,109,11,66907,61179,847,4227,650,28048,705,30559,4833,3742,4383,2577,6472,31940,2021
Uttar Pradesh,Kannauj,Civil,4255,4437,2476,3249,1222,192,78,15909,14367,419,876,240,3742,2684,4903,4307,197,241,3743,1876,10686,2021
Uttar Pradesh,Kannauj,Criminal,31013,13588,11737,6609,5939,858,65,69809,56150,8836,4442,1,34606,2468,25308,7170,7544,6844,793,4947,33810,2021
Uttar Pradesh,Kannauj,Total,35268,18025,14213,9858,7161,1050,143,85718,70517,9255,5318,241,38348,5152,30211,11477,7741,7085,4536,6823,44496,2021
Uttar Pradesh,Kanpur Dehat,Civil,5198,5207,2374,2845,850,140,107,16721,14566,512,1042,601,152,2241,9224,5104,508,463,3428,2484,10732,2021
Uttar Pradesh,Kanpur Dehat,Criminal,61794,26356,17077,15904,12885,1214,73,135303,125793,223,9288,0,39043,2961,43523,49693,31031,5523,933,6712,72680,2021
Uttar Pradesh,Kanpur Dehat,Total,66992,31563,19451,18749,13735,1354,180,152024,140359,735,10330,601,39195,5202,52747,54797,31539,5986,4361,9196,83412,2021
Uttar Pradesh,Kanpur Nagar,Civil,13801,14409,9081,13520,6269,1551,1088,59719,48927,1614,5599,3580,435,4538,45797,8922,1340,1675,10733,11905,44799,2021
Uttar Pradesh,Kanpur Nagar,Criminal,112632,56363,45323,82557,22936,3774,328,323913,285334,925,37656,0,114873,3190,202683,3069,8594,12529,4226,28046,191616,2021
Uttar Pradesh,Kanpur Nagar,Total,126433,70772,54404,96077,29205,5325,1416,383632,334261,2539,43255,3580,115308,7728,248480,11991,9934,14204,14959,39951,236415,2021
